bundle_measure_abr,bundle_abr,measure_abr,bundle_measure,measure,bundle,model,importance
b8_V25,b8,V25,Cingulum_Parahippocampal_R : rd,rd,Cingulum_Parahippocampal_R,svc,0
b42_V21,b42,V21,Thalamic_Radiation_Posterior_L : nqa,nqa,Thalamic_Radiation_Posterior_L,svc,0
b6_V12,b6,V12,Cingulum_Frontal_Parietal_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Cingulum_Frontal_Parietal_R,svc,0
b29_V4,b29,V4,Optic_Radiation_R : Curl,Curl,Optic_Radiation_R,svc,0
b46_V13,b46,V13,Uncinate_Fasciculus_L : Irregularity,Irregularity,Uncinate_Fasciculus_L,svc,0
b12_V7,b12,V7,Cingulum_Rarolfactory_R : Volume,Volume,Cingulum_Rarolfactory_R,svc,0
b44_V21,b44,V21,Thalamic_Radiation_Superior_L : nqa,nqa,Thalamic_Radiation_Superior_L,svc,0
b16_V31,b16,V31,Corticospinal_Tract_L : nrdi06L,nrdi06L,Corticospinal_Tract_L,svc,0
b3_V9,b3,V9,Cingulum_Frontal_Parahippocampal_L : BranchVolume,BranchVolume,Cingulum_Frontal_Parahippocampal_L,svc,0
b17_V25,b17,V25,Corticospinal_Tract_R : rd,rd,Corticospinal_Tract_R,svc,0
b30_V8,b30,V8,Parietal_Aslant_Tract_L : TrunkVolume,TrunkVolume,Parietal_Aslant_Tract_L,svc,0
b45_V27,b45,V27,Thalamic_Radiation_Superior_R : iso,iso,Thalamic_Radiation_Superior_R,svc,0
b49_V2,b49,V2,Vertical_Occipital_Fasciculus_R : MeanLength,MeanLength,Vertical_Occipital_Fasciculus_R,svc,3.564571
b8_V1,b8,V1,Cingulum_Parahippocampal_R : NumberOfTracts,NumberOfTracts,Cingulum_Parahippocampal_R,svc,0
b13_V15,b13,V15,Corpus_Callosum_Body : RadiusOfEndRegion1,RadiusOfEndRegion1,Corpus_Callosum_Body,svc,0
b19_V31,b19,V31,Fornix_R : nrdi06L,nrdi06L,Fornix_R,svc,0
b11_V20,b11,V20,Cingulum_Rarolfactory_L : qa,qa,Cingulum_Rarolfactory_L,svc,0
b32_V16,b32,V16,Superior_Longitudinal_Fasciculus1_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Superior_Longitudinal_Fasciculus1_L,svc,0
b29_V12,b29,V12,Optic_Radiation_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Optic_Radiation_R,svc,0
b32_V23,b32,V23,Superior_Longitudinal_Fasciculus1_L : md,md,Superior_Longitudinal_Fasciculus1_L,svc,0
b43_V24,b43,V24,Thalamic_Radiation_Posterior_R : ad,ad,Thalamic_Radiation_Posterior_R,svc,0
b1_V17,b1,V17,Arcuate_Fasciculus_L : AreaOfEndRegion2,AreaOfEndRegion2,Arcuate_Fasciculus_L,svc,0
b3_V19,b3,V19,Cingulum_Frontal_Parahippocampal_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Cingulum_Frontal_Parahippocampal_L,svc,0
b7_V7,b7,V7,Cingulum_Parahippocampal_L : Volume,Volume,Cingulum_Parahippocampal_L,svc,0
b18_V1,b18,V1,Fornix_L : NumberOfTracts,NumberOfTracts,Fornix_L,svc,0
b17_V20,b17,V20,Corticospinal_Tract_R : qa,qa,Corticospinal_Tract_R,svc,0
b41_V23,b41,V23,Thalamic_Radiation_Inferior_R : md,md,Thalamic_Radiation_Inferior_R,svc,0
b32_V15,b32,V15,Superior_Longitudinal_Fasciculus1_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Superior_Longitudinal_Fasciculus1_L,svc,0
b26_V6,b26,V6,Middle_Longitudinal_Fasciculus_L : Diameter,Diameter,Middle_Longitudinal_Fasciculus_L,svc,0
b48_V8,b48,V8,Vertical_Occipital_Fasciculus_L : TrunkVolume,TrunkVolume,Vertical_Occipital_Fasciculus_L,svc,0
b1_V21,b1,V21,Arcuate_Fasciculus_L : nqa,nqa,Arcuate_Fasciculus_L,svc,0
b26_V8,b26,V8,Middle_Longitudinal_Fasciculus_L : TrunkVolume,TrunkVolume,Middle_Longitudinal_Fasciculus_L,svc,0
b8_V9,b8,V9,Cingulum_Parahippocampal_R : BranchVolume,BranchVolume,Cingulum_Parahippocampal_R,svc,0
b10_V28,b10,V28,Cingulum_Parahippocampal_Parietal_R : rdi,rdi,Cingulum_Parahippocampal_Parietal_R,svc,0
b41_V22,b41,V22,Thalamic_Radiation_Inferior_R : dti_fa,dti_fa,Thalamic_Radiation_Inferior_R,svc,0
b43_V19,b43,V19,Thalamic_Radiation_Posterior_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Thalamic_Radiation_Posterior_R,svc,0
b44_V11,b44,V11,Thalamic_Radiation_Superior_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Thalamic_Radiation_Superior_L,svc,1.313263
b34_V9,b34,V9,Superior_Longitudinal_Fasciculus2_L : BranchVolume,BranchVolume,Superior_Longitudinal_Fasciculus2_L,svc,0
b40_V26,b40,V26,Thalamic_Radiation_Inferior_L : gfa,gfa,Thalamic_Radiation_Inferior_L,svc,0
b2_V25,b2,V25,Arcuate_Fasciculus_R : rd,rd,Arcuate_Fasciculus_R,svc,0
b9_V30,b9,V30,Cingulum_Parahippocampal_Parietal_L : nrdi04L,nrdi04L,Cingulum_Parahippocampal_Parietal_L,svc,0
b29_V30,b29,V30,Optic_Radiation_R : nrdi04L,nrdi04L,Optic_Radiation_R,svc,0
b7_V16,b7,V16,Cingulum_Parahippocampal_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Cingulum_Parahippocampal_L,svc,0
b3_V28,b3,V28,Cingulum_Frontal_Parahippocampal_L : rdi,rdi,Cingulum_Frontal_Parahippocampal_L,svc,0
b20_V31,b20,V31,Frontal_Aslant_Tract_L : nrdi06L,nrdi06L,Frontal_Aslant_Tract_L,svc,0
b8_V30,b8,V30,Cingulum_Parahippocampal_R : nrdi04L,nrdi04L,Cingulum_Parahippocampal_R,svc,0
b33_V23,b33,V23,Superior_Longitudinal_Fasciculus1_R : md,md,Superior_Longitudinal_Fasciculus1_R,svc,0
b43_V31,b43,V31,Thalamic_Radiation_Posterior_R : nrdi06L,nrdi06L,Thalamic_Radiation_Posterior_R,svc,0
b25_V24,b25,V24,Inferior_Longitudinal_Fasciculus_R : ad,ad,Inferior_Longitudinal_Fasciculus_R,svc,0
b26_V28,b26,V28,Middle_Longitudinal_Fasciculus_L : rdi,rdi,Middle_Longitudinal_Fasciculus_L,svc,0
b13_V6,b13,V6,Corpus_Callosum_Body : Diameter,Diameter,Corpus_Callosum_Body,svc,0
b10_V25,b10,V25,Cingulum_Parahippocampal_Parietal_R : rd,rd,Cingulum_Parahippocampal_Parietal_R,svc,0
b3_V31,b3,V31,Cingulum_Frontal_Parahippocampal_L : nrdi06L,nrdi06L,Cingulum_Frontal_Parahippocampal_L,svc,0
b40_V24,b40,V24,Thalamic_Radiation_Inferior_L : ad,ad,Thalamic_Radiation_Inferior_L,svc,0
b15_V18,b15,V18,Corpus_Callosum_Forceps_Minor : RadiusOfEndRegion2,RadiusOfEndRegion2,Corpus_Callosum_Forceps_Minor,svc,0
b29_V26,b29,V26,Optic_Radiation_R : gfa,gfa,Optic_Radiation_R,svc,4.690225
b48_V7,b48,V7,Vertical_Occipital_Fasciculus_L : Volume,Volume,Vertical_Occipital_Fasciculus_L,svc,0
b42_V8,b42,V8,Thalamic_Radiation_Posterior_L : TrunkVolume,TrunkVolume,Thalamic_Radiation_Posterior_L,svc,0
b32_V17,b32,V17,Superior_Longitudinal_Fasciculus1_L : AreaOfEndRegion2,AreaOfEndRegion2,Superior_Longitudinal_Fasciculus1_L,svc,0
b17_V22,b17,V22,Corticospinal_Tract_R : dti_fa,dti_fa,Corticospinal_Tract_R,svc,0
b22_V2,b22,V2,Inferior_Fronto_Occipital_Fasciculus_L : MeanLength,MeanLength,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b2_V12,b2,V12,Arcuate_Fasciculus_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Arcuate_Fasciculus_R,svc,0
b36_V3,b36,V3,Superior_Longitudinal_Fasciculus3_L : Span,Span,Superior_Longitudinal_Fasciculus3_L,svc,0
b31_V12,b31,V12,Parietal_Aslant_Tract_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Parietal_Aslant_Tract_R,svc,0
b28_V23,b28,V23,Optic_Radiation_L : md,md,Optic_Radiation_L,svc,0
b18_V26,b18,V26,Fornix_L : gfa,gfa,Fornix_L,svc,0
b16_V18,b16,V18,Corticospinal_Tract_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Corticospinal_Tract_L,svc,0
b8_V5,b8,V5,Cingulum_Parahippocampal_R : Elongation,Elongation,Cingulum_Parahippocampal_R,svc,0
b10_V31,b10,V31,Cingulum_Parahippocampal_Parietal_R : nrdi06L,nrdi06L,Cingulum_Parahippocampal_Parietal_R,svc,0
b43_V17,b43,V17,Thalamic_Radiation_Posterior_R : AreaOfEndRegion2,AreaOfEndRegion2,Thalamic_Radiation_Posterior_R,svc,0
b5_V21,b5,V21,Cingulum_Frontal_Parietal_L : nqa,nqa,Cingulum_Frontal_Parietal_L,svc,0
b39_V9,b39,V9,Thalamic_Radiation_Anterior_R : BranchVolume,BranchVolume,Thalamic_Radiation_Anterior_R,svc,0
b27_V24,b27,V24,Middle_Longitudinal_Fasciculus_R : ad,ad,Middle_Longitudinal_Fasciculus_R,svc,0
b49_V22,b49,V22,Vertical_Occipital_Fasciculus_R : dti_fa,dti_fa,Vertical_Occipital_Fasciculus_R,svc,0
b23_V26,b23,V26,Inferior_Fronto_Occipital_Fasciculus_R : gfa,gfa,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b22_V16,b22,V16,Inferior_Fronto_Occipital_Fasciculus_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b38_V9,b38,V9,Thalamic_Radiation_Anterior_L : BranchVolume,BranchVolume,Thalamic_Radiation_Anterior_L,svc,0
b4_V3,b4,V3,Cingulum_Frontal_Parahippocampal_R : Span,Span,Cingulum_Frontal_Parahippocampal_R,svc,0
b39_V21,b39,V21,Thalamic_Radiation_Anterior_R : nqa,nqa,Thalamic_Radiation_Anterior_R,svc,0
b8_V21,b8,V21,Cingulum_Parahippocampal_R : nqa,nqa,Cingulum_Parahippocampal_R,svc,0
b1_V31,b1,V31,Arcuate_Fasciculus_L : nrdi06L,nrdi06L,Arcuate_Fasciculus_L,svc,0
b37_V25,b37,V25,Superior_Longitudinal_Fasciculus3_R : rd,rd,Superior_Longitudinal_Fasciculus3_R,svc,0
b29_V25,b29,V25,Optic_Radiation_R : rd,rd,Optic_Radiation_R,svc,0
b21_V18,b21,V18,Frontal_Aslant_Tract_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Frontal_Aslant_Tract_R,svc,0
b6_V9,b6,V9,Cingulum_Frontal_Parietal_R : BranchVolume,BranchVolume,Cingulum_Frontal_Parietal_R,svc,0
b30_V7,b30,V7,Parietal_Aslant_Tract_L : Volume,Volume,Parietal_Aslant_Tract_L,svc,0
b15_V7,b15,V7,Corpus_Callosum_Forceps_Minor : Volume,Volume,Corpus_Callosum_Forceps_Minor,svc,0
b27_V23,b27,V23,Middle_Longitudinal_Fasciculus_R : md,md,Middle_Longitudinal_Fasciculus_R,svc,0
b1_V19,b1,V19,Arcuate_Fasciculus_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Arcuate_Fasciculus_L,svc,0
b37_V6,b37,V6,Superior_Longitudinal_Fasciculus3_R : Diameter,Diameter,Superior_Longitudinal_Fasciculus3_R,svc,0
b41_V11,b41,V11,Thalamic_Radiation_Inferior_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Thalamic_Radiation_Inferior_R,svc,2.626526
b3_V13,b3,V13,Cingulum_Frontal_Parahippocampal_L : Irregularity,Irregularity,Cingulum_Frontal_Parahippocampal_L,svc,0
b19_V12,b19,V12,Fornix_R : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Fornix_R,svc,0
b5_V10,b5,V10,Cingulum_Frontal_Parietal_L : TotalSurfaceArea,TotalSurfaceArea,Cingulum_Frontal_Parietal_L,svc,0
b48_V18,b48,V18,Vertical_Occipital_Fasciculus_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Vertical_Occipital_Fasciculus_L,svc,0
b40_V15,b40,V15,Thalamic_Radiation_Inferior_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Thalamic_Radiation_Inferior_L,svc,0
b29_V24,b29,V24,Optic_Radiation_R : ad,ad,Optic_Radiation_R,svc,0
b27_V18,b27,V18,Middle_Longitudinal_Fasciculus_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Middle_Longitudinal_Fasciculus_R,svc,0
b25_V27,b25,V27,Inferior_Longitudinal_Fasciculus_R : iso,iso,Inferior_Longitudinal_Fasciculus_R,svc,0
b49_V28,b49,V28,Vertical_Occipital_Fasciculus_R : rdi,rdi,Vertical_Occipital_Fasciculus_R,svc,0
b20_V10,b20,V10,Frontal_Aslant_Tract_L : TotalSurfaceArea,TotalSurfaceArea,Frontal_Aslant_Tract_L,svc,0
b18_V21,b18,V21,Fornix_L : nqa,nqa,Fornix_L,svc,0
b31_V11,b31,V11,Parietal_Aslant_Tract_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Parietal_Aslant_Tract_R,svc,0
b47_V19,b47,V19,Uncinate_Fasciculus_R : IrregularityofEndRegion2,IrregularityofEndRegion2,Uncinate_Fasciculus_R,svc,0
b33_V11,b33,V11,Superior_Longitudinal_Fasciculus1_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Superior_Longitudinal_Fasciculus1_R,svc,0
b24_V25,b24,V25,Inferior_Longitudinal_Fasciculus_L : rd,rd,Inferior_Longitudinal_Fasciculus_L,svc,0
b46_V4,b46,V4,Uncinate_Fasciculus_L : Curl,Curl,Uncinate_Fasciculus_L,svc,16.134374
b1_V8,b1,V8,Arcuate_Fasciculus_L : TrunkVolume,TrunkVolume,Arcuate_Fasciculus_L,svc,9.943277
b12_V9,b12,V9,Cingulum_Rarolfactory_R : BranchVolume,BranchVolume,Cingulum_Rarolfactory_R,svc,0
b35_V1,b35,V1,Superior_Longitudinal_Fasciculus2_R : NumberOfTracts,NumberOfTracts,Superior_Longitudinal_Fasciculus2_R,svc,10.318495
b22_V3,b22,V3,Inferior_Fronto_Occipital_Fasciculus_L : Span,Span,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b12_V10,b12,V10,Cingulum_Rarolfactory_R : TotalSurfaceArea,TotalSurfaceArea,Cingulum_Rarolfactory_R,svc,0
b41_V8,b41,V8,Thalamic_Radiation_Inferior_R : TrunkVolume,TrunkVolume,Thalamic_Radiation_Inferior_R,svc,0
b33_V2,b33,V2,Superior_Longitudinal_Fasciculus1_R : MeanLength,MeanLength,Superior_Longitudinal_Fasciculus1_R,svc,0
b26_V31,b26,V31,Middle_Longitudinal_Fasciculus_L : nrdi06L,nrdi06L,Middle_Longitudinal_Fasciculus_L,svc,0
b23_V22,b23,V22,Inferior_Fronto_Occipital_Fasciculus_R : dti_fa,dti_fa,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b34_V13,b34,V13,Superior_Longitudinal_Fasciculus2_L : Irregularity,Irregularity,Superior_Longitudinal_Fasciculus2_L,svc,0
b20_V28,b20,V28,Frontal_Aslant_Tract_L : rdi,rdi,Frontal_Aslant_Tract_L,svc,0
b33_V30,b33,V30,Superior_Longitudinal_Fasciculus1_R : nrdi04L,nrdi04L,Superior_Longitudinal_Fasciculus1_R,svc,0
b1_V14,b1,V14,Arcuate_Fasciculus_L : AreaOfEndRegion1,AreaOfEndRegion1,Arcuate_Fasciculus_L,svc,0
b16_V2,b16,V2,Corticospinal_Tract_L : MeanLength,MeanLength,Corticospinal_Tract_L,svc,0
b19_V4,b19,V4,Fornix_R : Curl,Curl,Fornix_R,svc,0
b48_V11,b48,V11,Vertical_Occipital_Fasciculus_L : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Vertical_Occipital_Fasciculus_L,svc,0
b5_V19,b5,V19,Cingulum_Frontal_Parietal_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Cingulum_Frontal_Parietal_L,svc,14.258284
b25_V2,b25,V2,Inferior_Longitudinal_Fasciculus_R : MeanLength,MeanLength,Inferior_Longitudinal_Fasciculus_R,svc,0
b32_V25,b32,V25,Superior_Longitudinal_Fasciculus1_L : rd,rd,Superior_Longitudinal_Fasciculus1_L,svc,0
b42_V28,b42,V28,Thalamic_Radiation_Posterior_L : rdi,rdi,Thalamic_Radiation_Posterior_L,svc,0
b33_V21,b33,V21,Superior_Longitudinal_Fasciculus1_R : nqa,nqa,Superior_Longitudinal_Fasciculus1_R,svc,0.938045
b42_V26,b42,V26,Thalamic_Radiation_Posterior_L : gfa,gfa,Thalamic_Radiation_Posterior_L,svc,0
b35_V31,b35,V31,Superior_Longitudinal_Fasciculus2_R : nrdi06L,nrdi06L,Superior_Longitudinal_Fasciculus2_R,svc,0
b3_V18,b3,V18,Cingulum_Frontal_Parahippocampal_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Cingulum_Frontal_Parahippocampal_L,svc,0
b17_V14,b17,V14,Corticospinal_Tract_R : AreaOfEndRegion1,AreaOfEndRegion1,Corticospinal_Tract_R,svc,0
b24_V15,b24,V15,Inferior_Longitudinal_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Longitudinal_Fasciculus_L,svc,0
b46_V9,b46,V9,Uncinate_Fasciculus_L : BranchVolume,BranchVolume,Uncinate_Fasciculus_L,svc,0
b21_V1,b21,V1,Frontal_Aslant_Tract_R : NumberOfTracts,NumberOfTracts,Frontal_Aslant_Tract_R,svc,0
b22_V27,b22,V27,Inferior_Fronto_Occipital_Fasciculus_L : iso,iso,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b35_V27,b35,V27,Superior_Longitudinal_Fasciculus2_R : iso,iso,Superior_Longitudinal_Fasciculus2_R,svc,0
b38_V6,b38,V6,Thalamic_Radiation_Anterior_L : Diameter,Diameter,Thalamic_Radiation_Anterior_L,svc,0
b6_V16,b6,V16,Cingulum_Frontal_Parietal_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Cingulum_Frontal_Parietal_R,svc,0
b31_V14,b31,V14,Parietal_Aslant_Tract_R : AreaOfEndRegion1,AreaOfEndRegion1,Parietal_Aslant_Tract_R,svc,0
b36_V1,b36,V1,Superior_Longitudinal_Fasciculus3_L : NumberOfTracts,NumberOfTracts,Superior_Longitudinal_Fasciculus3_L,svc,7.691969
b46_V21,b46,V21,Uncinate_Fasciculus_L : nqa,nqa,Uncinate_Fasciculus_L,svc,0
b19_V11,b19,V11,Fornix_R : TotalRadiusOfEndRegions,TotalRadiusOfEndRegions,Fornix_R,svc,0
b12_V15,b12,V15,Cingulum_Rarolfactory_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Cingulum_Rarolfactory_R,svc,0
b38_V19,b38,V19,Thalamic_Radiation_Anterior_L : IrregularityofEndRegion2,IrregularityofEndRegion2,Thalamic_Radiation_Anterior_L,svc,0
b17_V1,b17,V1,Corticospinal_Tract_R : NumberOfTracts,NumberOfTracts,Corticospinal_Tract_R,svc,0
b9_V23,b9,V23,Cingulum_Parahippocampal_Parietal_L : md,md,Cingulum_Parahippocampal_Parietal_L,svc,0
b46_V26,b46,V26,Uncinate_Fasciculus_L : gfa,gfa,Uncinate_Fasciculus_L,svc,0
b12_V17,b12,V17,Cingulum_Rarolfactory_R : AreaOfEndRegion2,AreaOfEndRegion2,Cingulum_Rarolfactory_R,svc,0
b40_V14,b40,V14,Thalamic_Radiation_Inferior_L : AreaOfEndRegion1,AreaOfEndRegion1,Thalamic_Radiation_Inferior_L,svc,0
b22_V21,b22,V21,Inferior_Fronto_Occipital_Fasciculus_L : nqa,nqa,Inferior_Fronto_Occipital_Fasciculus_L,svc,0
b28_V26,b28,V26,Optic_Radiation_L : gfa,gfa,Optic_Radiation_L,svc,0
b21_V4,b21,V4,Frontal_Aslant_Tract_R : Curl,Curl,Frontal_Aslant_Tract_R,svc,0
b12_V24,b12,V24,Cingulum_Rarolfactory_R : ad,ad,Cingulum_Rarolfactory_R,svc,0
b14_V7,b14,V7,Corpus_Callosum_Forceps_Major : Volume,Volume,Corpus_Callosum_Forceps_Major,svc,0
b24_V13,b24,V13,Inferior_Longitudinal_Fasciculus_L : Irregularity,Irregularity,Inferior_Longitudinal_Fasciculus_L,svc,0
b29_V18,b29,V18,Optic_Radiation_R : RadiusOfEndRegion2,RadiusOfEndRegion2,Optic_Radiation_R,svc,0
b5_V1,b5,V1,Cingulum_Frontal_Parietal_L : NumberOfTracts,NumberOfTracts,Cingulum_Frontal_Parietal_L,svc,0
b10_V13,b10,V13,Cingulum_Parahippocampal_Parietal_R : Irregularity,Irregularity,Cingulum_Parahippocampal_Parietal_R,svc,0
b33_V9,b33,V9,Superior_Longitudinal_Fasciculus1_R : BranchVolume,BranchVolume,Superior_Longitudinal_Fasciculus1_R,svc,0
b32_V10,b32,V10,Superior_Longitudinal_Fasciculus1_L : TotalSurfaceArea,TotalSurfaceArea,Superior_Longitudinal_Fasciculus1_L,svc,0
b23_V1,b23,V1,Inferior_Fronto_Occipital_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Fronto_Occipital_Fasciculus_R,svc,0
b22_V15,b22,V15,Inferior_Fronto_Occipital_Fasciculus_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Inferior_Fronto_Occipital_Fasciculus_L,svc,7.879578
b21_V17,b21,V17,Frontal_Aslant_Tract_R : AreaOfEndRegion2,AreaOfEndRegion2,Frontal_Aslant_Tract_R,svc,0
b10_V27,b10,V27,Cingulum_Parahippocampal_Parietal_R : iso,iso,Cingulum_Parahippocampal_Parietal_R,svc,0
b10_V5,b10,V5,Cingulum_Parahippocampal_Parietal_R : Elongation,Elongation,Cingulum_Parahippocampal_Parietal_R,svc,0
b43_V28,b43,V28,Thalamic_Radiation_Posterior_R : rdi,rdi,Thalamic_Radiation_Posterior_R,svc,0
b33_V22,b33,V22,Superior_Longitudinal_Fasciculus1_R : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus1_R,svc,0
b37_V3,b37,V3,Superior_Longitudinal_Fasciculus3_R : Span,Span,Superior_Longitudinal_Fasciculus3_R,svc,0
b17_V17,b17,V17,Corticospinal_Tract_R : AreaOfEndRegion2,AreaOfEndRegion2,Corticospinal_Tract_R,svc,0
b5_V30,b5,V30,Cingulum_Frontal_Parietal_L : nrdi04L,nrdi04L,Cingulum_Frontal_Parietal_L,svc,0
b30_V10,b30,V10,Parietal_Aslant_Tract_L : TotalSurfaceArea,TotalSurfaceArea,Parietal_Aslant_Tract_L,svc,0
b3_V30,b3,V30,Cingulum_Frontal_Parahippocampal_L : nrdi04L,nrdi04L,Cingulum_Frontal_Parahippocampal_L,svc,0
b44_V7,b44,V7,Thalamic_Radiation_Superior_L : Volume,Volume,Thalamic_Radiation_Superior_L,svc,0
b20_V12,b20,V12,Frontal_Aslant_Tract_L : TotalAreaOfEndRegions,TotalAreaOfEndRegions,Frontal_Aslant_Tract_L,svc,0
b14_V15,b14,V15,Corpus_Callosum_Forceps_Major : RadiusOfEndRegion1,RadiusOfEndRegion1,Corpus_Callosum_Forceps_Major,svc,18.7609
b49_V7,b49,V7,Vertical_Occipital_Fasciculus_R : Volume,Volume,Vertical_Occipital_Fasciculus_R,svc,0
b47_V13,b47,V13,Uncinate_Fasciculus_R : Irregularity,Irregularity,Uncinate_Fasciculus_R,svc,0
b38_V21,b38,V21,Thalamic_Radiation_Anterior_L : nqa,nqa,Thalamic_Radiation_Anterior_L,svc,0
b32_V1,b32,V1,Superior_Longitudinal_Fasciculus1_L : NumberOfTracts,NumberOfTracts,Superior_Longitudinal_Fasciculus1_L,svc,0.375218
b48_V10,b48,V10,Vertical_Occipital_Fasciculus_L : TotalSurfaceArea,TotalSurfaceArea,Vertical_Occipital_Fasciculus_L,svc,0
b30_V23,b30,V23,Parietal_Aslant_Tract_L : md,md,Parietal_Aslant_Tract_L,svc,0
b7_V10,b7,V10,Cingulum_Parahippocampal_L : TotalSurfaceArea,TotalSurfaceArea,Cingulum_Parahippocampal_L,svc,0
b43_V30,b43,V30,Thalamic_Radiation_Posterior_R : nrdi04L,nrdi04L,Thalamic_Radiation_Posterior_R,svc,0
b25_V14,b25,V14,Inferior_Longitudinal_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Inferior_Longitudinal_Fasciculus_R,svc,0
b9_V20,b9,V20,Cingulum_Parahippocampal_Parietal_L : qa,qa,Cingulum_Parahippocampal_Parietal_L,svc,0
b37_V22,b37,V22,Superior_Longitudinal_Fasciculus3_R : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus3_R,svc,0
b40_V16,b40,V16,Thalamic_Radiation_Inferior_L : IrregularityofEndRegion1,IrregularityofEndRegion1,Thalamic_Radiation_Inferior_L,svc,0
b47_V22,b47,V22,Uncinate_Fasciculus_R : dti_fa,dti_fa,Uncinate_Fasciculus_R,svc,0
b21_V16,b21,V16,Frontal_Aslant_Tract_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Frontal_Aslant_Tract_R,svc,0
b25_V1,b25,V1,Inferior_Longitudinal_Fasciculus_R : NumberOfTracts,NumberOfTracts,Inferior_Longitudinal_Fasciculus_R,svc,0
b28_V7,b28,V7,Optic_Radiation_L : Volume,Volume,Optic_Radiation_L,svc,0
b21_V20,b21,V20,Frontal_Aslant_Tract_R : qa,qa,Frontal_Aslant_Tract_R,svc,8.442405
b45_V26,b45,V26,Thalamic_Radiation_Superior_R : gfa,gfa,Thalamic_Radiation_Superior_R,svc,0
b28_V25,b28,V25,Optic_Radiation_L : rd,rd,Optic_Radiation_L,svc,0
b47_V16,b47,V16,Uncinate_Fasciculus_R : IrregularityofEndRegion1,IrregularityofEndRegion1,Uncinate_Fasciculus_R,svc,0
b28_V18,b28,V18,Optic_Radiation_L : RadiusOfEndRegion2,RadiusOfEndRegion2,Optic_Radiation_L,svc,0
b20_V6,b20,V6,Frontal_Aslant_Tract_L : Diameter,Diameter,Frontal_Aslant_Tract_L,svc,0
b9_V27,b9,V27,Cingulum_Parahippocampal_Parietal_L : iso,iso,Cingulum_Parahippocampal_Parietal_L,svc,0
b13_V18,b13,V18,Corpus_Callosum_Body : RadiusOfEndRegion2,RadiusOfEndRegion2,Corpus_Callosum_Body,svc,0
b2_V14,b2,V14,Arcuate_Fasciculus_R : AreaOfEndRegion1,AreaOfEndRegion1,Arcuate_Fasciculus_R,svc,17.447637
b46_V24,b46,V24,Uncinate_Fasciculus_L : ad,ad,Uncinate_Fasciculus_L,svc,0
b32_V22,b32,V22,Superior_Longitudinal_Fasciculus1_L : dti_fa,dti_fa,Superior_Longitudinal_Fasciculus1_L,svc,0
b46_V31,b46,V31,Uncinate_Fasciculus_L : nrdi06L,nrdi06L,Uncinate_Fasciculus_L,svc,0
b49_V15,b49,V15,Vertical_Occipital_Fasciculus_R : RadiusOfEndRegion1,RadiusOfEndRegion1,Vertical_Occipital_Fasciculus_R,svc,0
b20_V21,b20,V21,Frontal_Aslant_Tract_L : nqa,nqa,Frontal_Aslant_Tract_L,svc,0
b16_V15,b16,V15,Corticospinal_Tract_L : RadiusOfEndRegion1,RadiusOfEndRegion1,Corticospinal_Tract_L,svc,0
b15_V30,b15,V30,Corpus_Callosum_Forceps_Minor : nrdi04L,nrdi04L,Corpus_Callosum_Forceps_Minor,svc,0
b8_V22,b8,V22,Cingulum_Parahippocampal_R : dti_fa,dti_fa,Cingulum_Parahippocampal_R,svc,0
